"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYB","VEHICYB_","VEHICYR","VEHICYR_","VEHBSNZ","VEHBSNZ_","VEHNEWU","VEHNEWU_","VEHGFTC","VEHGFTC_","VEHPURMO","VEHP_RMO","VEHPURYR","VEHP_RYR","VFINSTAT","VFIN_TAT","TRADEX","TRADEX_","NETPURX","NETPURX_","DNPAYMTX","DNPA_MTX","PRINCIPX","PRIN_IPX","VEHQPMT","VEHQPMT_","PMT1MO","PMT1MO_","PMT1YR","PMT1YR_","PAYMENTX","PAYM_NTX","QINTRSTZ","QINT_STZ","QLOANM1Q","QLOA_M1Q","QBALNM1X","QBAL_M1X","QVINTM1X","QVIN_M1X","QVPRIM1X","QVPR_M1X","QLOANM2Q","QLOA_M2Q","QBALNM2X","QBAL_M2X","QVINTM2X","QVIN_M2X","QVPRIM2X","QVPR_M2X","QLOANM3Q","QLOA_M3Q","QBALNM3X","QBAL_M3X","QVINTM3X","QVIN_M3X","QVPRIM3X","QVPR_M3X","QTRADEX","QTRADEX_","QREIMBRZ","QREI_BRZ","QADITR1X","QADI_R1X","QADITR2X","QADI_R2X","QADITR3X","QADI_R3X","QDNPYMTX","QDNP_MTX","VEHEQTLN","VEHE_TLN","VEHICIB","VEHICIB_","MAKE","MAKE_","VFINANCE","FUELTYPE","FUEL_YPE","VPURINDV","VPUR_NDV","VINTRATE","VINT_ATE"
"20151","02792245",29,0,"1","110","D","18","D",.,"A","2","D","1","D","02","D","2015","D","2","D",.,"A",4000,"D",0,"D",5280,"D",48,"D","03","D","2015","D",120,"D",0.0435,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4000,"D",.,"A",.,"A",.,"A",.,"A",0,"D","2","D","03","D","TOY","D","1","1","D","2","D",0.06,"D"
"20151","02792275",27,0,"5","100","D","21","D",.,"A","2","D","1","D",,"C",,"C","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHR","D","1","1","D","2","D",.,"A"
"20151","02792275",28,0,"5","100","D","16","D",.,"A","2","D","1","D",,"C","1999","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","CAD","D","1","1","D","2","D",.,"A"
"20151","02792275",29,0,"5","110","D","30","D",.,"A","1","D","1","D",,"C","2011","D","2","D",.,"C",.,"C",0,"D",38203,"D",72,"D","02","D","2011","D",641,"D",0.0645,"D",46,"D",16091,"D",86,"D",555,"D",47,"D",15536,"D",84,"D",557,"D",48,"D",14979,"D",81,"D",560,"D",.,"B",0.67,"D",28,"D",28,"D",27,"D",0,"D","2","D","03","D","CHE","D","1","1","D","2","D",.,"C"
"20151","02792295",21,0,"5","110","D","19","D",.,"A","1","D","1","D",,"C",,"C",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","TOY","D","2","1","D","2","D",.,"A"
"20151","02792295",22,0,"5","110","D","22","D",.,"A","1","D","1","D",,"C","2002","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","TOY","D","1","1","D","2","D",.,"A"
"20151","02792335",14,0,"5","110","D","25","D",.,"A","2","D","1","D","05","D","2011","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHR","D","1","1","D","2","D",.,"A"
"20151","02792385",12,0,"5","100","D","15","D",.,"A","2","D","2","D","07","D","1996","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","NIS","D","2","1","D","2","D",.,"A"
"20151","02792415",14,0,"5","110","D","32","D",.,"A","1","D","1","D","11","D","2011","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","NIS","D","2","1","D","2","D",.,"A"
"20151","02792415",15,0,"5","100","D","33","D",.,"A","1","D","1","D","12","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","NIS","D","2","1","D","2","D",.,"A"
"20151","02792435",15,0,"5","110","D","23","D",.,"A","2","D","1","D","10","D","2004","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","TOY","D","1","1","D","1","D",.,"A"
"20151","02792525",52,0,"5","100","D","25","D",.,"A","1","D","1","D","08","D","2005","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","TOY","D","1","3","D","2","D",.,"A"
"20151","02792525",53,0,"5","100","D","26","D",.,"A","1","D","1","D","10","D","2005","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","BMW","D","2","1","D","2","D",.,"A"
"20151","02792525",54,0,"5","100","D","01","D",.,"A","2","D","1","D","10","D","1999","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D","POR","D","1","1","D","1","D",.,"A"
"20151","02792585",7,0,"5","110","D","31","D",.,"A","2","D","1","D","04","D","2014","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","JEE","D","2","1","D","2","D",.,"A"
"20151","02792595",30,0,"1","110","D","26","D",.,"A","1","D","1","D","11","D","2006","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","TOY","D","1","1","D","2","D",.,"A"
"20151","02792595",31,0,"1","100","D","16","D",.,"A","2","D","3","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","TOY","D",,"1","D",,"A",.,"A"
"20151","02792595",32,0,"1","100","D","35","D",.,"A","1","D","1","D","11","D","2014","D",,"A",.,"A",22026,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22026,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D","HON","D","2","1","D","2","D",.,"A"
"20151","02792605",13,0,"5","100","D","33","D",.,"A","1","D","1","D","04","D","2013","D","2","D",.,"A",22000,"D",0,"D",14069,"D",60,"D","06","D","2013","D",272,"D",0.06,"D",18,"D",10500,"D",53,"D",219,"D",19,"D",10281,"D",51,"D",221,"D",20,"D",10060,"D",50,"D",222,"D",22000,"D",.,"A",53,"D",51,"D",50,"D",0,"D","2","D","01","D","NIS","D","1","1","D","2","D",0.06,"D"
"20151","02792605",14,0,"5","110","D","20","D",.,"A","2","D","1","D",,"C","2009","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","CHE","D","2","1","D","1","D",.,"A"
"20151","02792645",60,0,"5","110","D","27","D",.,"A","2","D","1","D","03","D","2007","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHE","D","1","1","D","2","D",.,"A"
"20151","02792645",61,0,"5","110","D","25","D",.,"A","2","D","1","D","05","D","2010","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","SAT","D","2","1","D","1","D",.,"A"
"20151","02792645",62,0,"5","150","D",,"A",.,"A","1","D","1","D","06","D",,"B",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D",,"A","2",,"A","2","D",.,"A"
"20151","02792645",63,0,"5","160","D",,"A",.,"A","2","D","1","D","06","D","2004","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","04","D",,"A","2",,"A","1","D",.,"A"
"20151","02792645",64,0,"5","170","D",,"A",.,"A","2","D","1","D","05","D","1994","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","D",,"A","2",,"A","1","D",.,"A"
"20151","02792645",65,0,"5","180","D",,"A",.,"A","2","D","1","D","02","D","2013","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","06","D",,"A","2",,"A","1","D",.,"A"
"20151","02792645",66,0,"5","200","D",,"A",.,"A","2","D","1","D","01","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","07","D",,"A","2",,"A","1","D",.,"A"
"20151","02792645",67,0,"1","110","D","35","D",.,"A","1","D","1","D","11","D","2014","D","1","D",.,"A",26000,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",26000,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","08","D","HON","D","1","1","D","2","D",.,"A"
"20151","02792645",68,0,"1","110","D","33","D",.,"A","2","D","1","D","01","D","2015","D","1","D",14000,"D",16500,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",16500,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","09","D","GMC","D","1","1","D","2","D",.,"A"
"20151","02792725",18,0,"5","110","D","22","D",.,"A","2","D","1","D","05","D","2002","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","FOR","D","1","1","D","1","D",.,"A"
"20151","02792725",19,0,"5","100","D","33","D",.,"A","1","D","1","D","09","D","2013","D","2","D",10000,"D",16000,"D",3000,"D",13000,"D",60,"D","10","D","2013","D",230,"D",0.0235,"D",14,"D",10309,"D",20,"D",210,"D",15,"D",10100,"D",20,"D",210,"D",16,"D",9889,"D",19,"D",211,"D",16000,"D",.,"A",20,"D",20,"D",19,"D",3000,"D","2","D","02","D","NIS","D","1","1","D","2","D",0.015,"D"
"20151","02792755",17,0,"5","100","D","12","D",.,"A","1","D","1","D","04","D","1992","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","PON","D","2","1","D","2","D",.,"A"
"20151","02792805",32,0,"5","110","D","26","D",.,"A","2","D","1","D","02","D","2009","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CAD","D","2","1","D","2","D",.,"A"
"20151","02792805",33,0,"5","110","D","12","D",.,"A","2","D","1","D","06","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","CHE","D","2","1","D","1","D",.,"A"
"20151","02792815",48,0,"5","110","D","17","D",.,"A","2","D","1","D","02","D","2010","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","FOR","D","2","1","D","2","D",.,"A"
"20151","02792815",49,0,"5","100","D","26","D",.,"A","2","D","1","D","11","D","2012","D","2","D",.,"A",11000,"D",300,"D",10700,"D",60,"D","12","D","2012","D",205,"D",0.056,"D",24,"D",6944,"D",32,"D",173,"D",25,"D",6772,"D",32,"D",173,"D",26,"D",6598,"D",31,"D",174,"D",11000,"D",.,"A",32,"D",32,"D",31,"D",300,"D","2","D","02","D","PON","D","1","1","D","2","D",0.07,"D"
"20151","02792825",55,0,"5","100","D","26","D",.,"A","2","D","1","D","06","D","2007","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","HYU","D","2","1","D","2","D",.,"A"
"20151","02792825",56,0,"5","100","D","30","D",.,"A","1","D","1","D","05","D","2010","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","ACU","D","1","1","D","2","D",.,"A"
"20151","02792825",57,0,"5","110","D","26","D",.,"A","1","D","1","D","11","D","2006","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D","CHE","D","2","1","D","2","D",.,"A"
"20151","02792885",24,0,"5","110","D","26","D",.,"A","2","D","1","D","02","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","TOY","D","2","1","D","1","D",.,"A"
"20151","02792925",50,0,"1","100","D","32","D",.,"A","1","D","1","D","07","D","2012","D","2","D",.,"A",30000,"D",10000,"D",17959,"D",60,"D","09","D","2012","D",314,"D",0.019,"D",27,"D",10385,"D",16,"D",298,"D",28,"D",10088,"D",16,"D",298,"D",29,"D",9790,"D",16,"D",298,"D",30000,"D",.,"A",16,"D",16,"D",16,"D",10000,"D","2","D","01","D","TOY","D","1","1","D","2","D",0.019,"D"
"20151","02792955",37,0,"5","100","D","20","D",.,"A","2","D","1","D",,"C","2001","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHE","D","1","1","D","2","D",.,"A"
"20151","02793085",24,0,"5","100","D","23","D",.,"A","2","D","1","D","09","D","2006","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","INF","D","1","1","D","2","D",.,"A"
"20151","02793085",25,0,"5","110","D","24","D",.,"A","2","D","1","D","02","D","2008","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","HON","D","2","1","D","2","D",.,"A"
"20151","02793125",29,0,"5","110","D","25","D",.,"A","2","D","1","D","09","D","2005","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","DOD","D","2","1","D","2","D",.,"A"
"20151","02793125",30,0,"5","100","D","33","D",.,"A","1","D","1","D","09","D","2013","D","2","D",4500,"D",21000,"D",0,"D",15768,"D",60,"D","10","D","2013","D",310,"D",0.067,"D",14,"D",12784,"D",71,"D",239,"D",15,"D",12545,"D",70,"D",240,"D",16,"D",12305,"D",69,"D",241,"D",21000,"D",.,"A",71,"D",70,"D",69,"D",0,"D","2","D","02","D","CHE","D","1","1","D","2","D",0.067,"D"
"20151","02793125",32,0,"5","110","D","32","D",.,"A","2","D","1","D","03","D","2014","D","2","D",28000,"D",41230,"D",5000,"D",43000,"D",72,"D","05","D","2014","D",697,"D",0.052,"D",7,"D",39903,"D",173,"D",524,"D",8,"D",39379,"D",171,"D",526,"D",9,"D",38852,"D",168,"D",529,"D",41230,"D",.,"A",173,"D",171,"D",168,"D",5000,"D","2","D","04","D","DOD","D","1","2","D","2","D",0.0299,"D"
"20151","02793125",33,0,"5","130","D",,"A",.,"A","1","D","1","D","03","D","2014","D","2","D",.,"A",27125,"D",5000,"D",20000,"D",144,"D","03","D","2014","D",182,"D",0.0475,"D",9,"D",19166,"D",76,"D",106,"D",10,"D",19060,"D",75,"D",107,"D",11,"D",18953,"D",75,"D",107,"D",27125,"D",.,"A",76,"D",75,"D",75,"D",5000,"D","2","D","05","D",,"A","1",,"A","2","D",0.054,"D"
