"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYB","VEHICYB_","VEHICYR","VEHICYR_","VEHBSNZ","VEHBSNZ_","VEHNEWU","VEHNEWU_","VEHGFTC","VEHGFTC_","VEHPURMO","VEHP_RMO","VEHPURYR","VEHP_RYR","VFINSTAT","VFIN_TAT","TRADEX","TRADEX_","NETPURX","NETPURX_","DNPAYMTX","DNPA_MTX","PRINCIPX","PRIN_IPX","VEHQPMT","VEHQPMT_","PMT1MO","PMT1MO_","PMT1YR","PMT1YR_","PAYMENTX","PAYM_NTX","QINTRSTZ","QINT_STZ","QLOANM1Q","QLOA_M1Q","QBALNM1X","QBAL_M1X","QVINTM1X","QVIN_M1X","QVPRIM1X","QVPR_M1X","QLOANM2Q","QLOA_M2Q","QBALNM2X","QBAL_M2X","QVINTM2X","QVIN_M2X","QVPRIM2X","QVPR_M2X","QLOANM3Q","QLOA_M3Q","QBALNM3X","QBAL_M3X","QVINTM3X","QVIN_M3X","QVPRIM3X","QVPR_M3X","QTRADEX","QTRADEX_","QREIMBRZ","QREI_BRZ","QADITR1X","QADI_R1X","QADITR2X","QADI_R2X","QADITR3X","QADI_R3X","QDNPYMTX","QDNP_MTX","VEHEQTLN","VEHE_TLN","VEHICIB","VEHICIB_","MAKE","MAKE_","VFINANCE","FUELTYPE","FUEL_YPE","VPURINDV","VPUR_NDV","VINTRATE","VINT_ATE"
"20161","03089104",21,0,"5","110","D","23","D",.,"A","2","D","1","D","10","D","2011","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","HON","D","2","1","D","1","D",.,"A"
"20161","03089124",7,0,"5","100","D","29","D",.,"A","2","D","1","D","08","D","2014","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHE","D","2","1","D","1","D",.,"A"
"20161","03089134",55,0,"5","100","D","18","D",.,"A","1","D","1","D","06","D","1998","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","HON","D","1","1","D","2","D",.,"A"
"20161","03089134",56,0,"5","110","D","24","D",.,"A","1","D","1","D","04","D","2004","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","ACU","D","2","1","D","2","D",.,"A"
"20161","03089164",71,0,"5","110","D","29","D",.,"A","1","D","1","D","11","D","2008","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","TOY","D","1","1","D","2","D",.,"A"
"20161","03089204",122,0,"5","100","D","25","D",.,"A","2","D","1","D",,"C","2008","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","BMW","D","2","1","D","2","D",.,"A"
"20161","03089204",123,0,"5","100","D","22","D",.,"A","2","D","1","D","10","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","MAZ","D","2","1","D","1","D",.,"A"
"20161","03089224",16,0,"5","100","D","28","D",.,"A","1","D","1","D","05","D","2008","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHE","D","1","1","D","2","D",.,"A"
"20161","03089224",17,0,"5","100","D","19","D",.,"A","2","D","3","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","DOD","D",,"1","D",,"A",.,"A"
"20161","03089234",6,0,"5","110","D","23","D",.,"A","2","D","1","D","04","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","DOD","D","2","1","D","1","D",.,"A"
"20161","03089304",18,0,"5","110","D","23","D",.,"A","1","D","1","D",,"C","2003","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","FOR","D","1","1","D","2","D",.,"A"
"20161","03089304",19,0,"5","110","D","26","D",.,"A","2","D","1","D",,"C","2010","D","2","D",.,"A",.,"C",.,"C",17614,"D",72,"D","02","D","2010","D",302,"D",0.0715,"D",69,"D",1153,"D",7,"D",295,"D",70,"D",858,"D",5,"D",297,"D",71,"D",561,"D",3,"D",299,"D",.,"B",0.5,"D",4,"D",3,"D",2,"D",.,"C","2","D","02","D","CHE","D","1","1","D","1","D",.,"C"
"20161","03089404",13,0,"5","100","D","16","D",.,"A","2","D","3","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","BUI","D",,"1","D",,"A",.,"A"
"20161","03089444",18,0,"5","100","D","16","D",.,"A","2","D","1","D","11","D","2000","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHE","D","1","1","D","2","D",.,"A"
"20161","03089514",28,0,"5","110","D","21","D",.,"A","2","D","1","D","01","D","2012","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","GMC","D","1","1","D","1","D",.,"A"
"20161","03089514",29,0,"5","100","D","28","D",.,"A","1","D","1","D","01","D","2010","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","KIA","D","1","1","D","2","D",.,"A"
"20161","03089514",30,0,"5","110","D","35","D",.,"A","1","D","1","D","02","D","2015","D","2","D",.,"A",50000,"D",0,"D",50000,"D",72,"D","05","D","2015","D",799,"D",0.0475,"D",6,"D",46971,"D",186,"D",613,"D",7,"D",46358,"D",183,"D",616,"D",8,"D",45742,"D",181,"D",618,"D",50000,"D",.,"A",186,"D",183,"D",181,"D",0,"D","2","D","03","D","GMC","D","1","1","D","2","D",0.046,"D"
"20161","03089614",22,0,"5","100","D","23","D",.,"A","2","D","1","D","06","D","2014","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","FOR","D","2","1","D","2","D",.,"A"
"20161","03089654",41,0,"5","110","D","19","D",.,"A","2","D","1","D","08","D","2010","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","FOR","D","2","1","D","2","D",.,"A"
"20161","03089654",42,0,"5","110","D","32","D",.,"A","2","D","1","D",,"C","2014","D","2","D",.,"A",11000,"D",500,"D",18313,"D",60,"D","12","D","2014","D",343,"D",0.047,"D",11,"D",15552,"D",61,"D",282,"D",12,"D",15270,"D",60,"D",283,"D",13,"D",14987,"D",59,"D",284,"D",11000,"D",.,"A",61,"D",60,"D",59,"D",500,"D","2","D","02","D","FOR","D","1","1","D","2","D",.,"C"
"20161","03089654",43,0,"5","170","D",,"A",.,"A","2","D","1","D","05","D","2015","D",,"A",.,"A",107,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",107,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D",,"A","2",,"A","1","D",.,"A"
"20161","03089754",11,0,"5","110","D","33","D",.,"A","1","D","1","D","07","D","2014","D","2","D",.,"A",.,"C",.,"C",7583,"D",17,"D","07","D","2014","D",460,"D",0.0415,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B",0.5,"D",.,"A",.,"A",.,"A",.,"C","2","D","01","D","NIS","D","1","1","D","2","D",0.01,"D"
"20161","03089754",12,0,"5","110","D","18","D",.,"A","2","D","3","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","JEE","D",,"1","D",,"A",.,"A"
"20161","03089794",35,0,"5","110","D","16","D",.,"A","2","D","1","D","10","D","2011","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","XXX","T","2","1","D","1","D",.,"A"
"20161","03089794",36,0,"5","110","D","25","D",.,"A","2","D","1","D","07","D","2010","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","XXX","T","1","1","D","2","D",.,"A"
"20161","03089794",37,0,"5","110","D","33","D",.,"A","2","D","1","D","03","D","2015","D","2","D",.,"A",28000,"D",0,"D",28000,"D",72,"D","04","D","2015","D",417,"D",0.023,"D",7,"D",25810,"D",49,"D",368,"D",8,"D",25442,"D",49,"D",368,"D",9,"D",25074,"D",48,"D",369,"D",28000,"D",.,"A",49,"D",49,"D",48,"D",0,"D","2","D","03","D","XXX","T","1","1","D","2","D",.,"C"
"20161","03089794",38,0,"5","100","D","21","D",.,"A","2","D","1","D","06","D","2015","D","1","D",.,"A",2638,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2638,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","04","D","XXX","T","1","1","D","1","D",.,"A"
"20161","03089794",39,0,"5","110","D","25","D",.,"A","2","D","1","D","06","D","2015","D","1","D",.,"A",8968,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8968,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","D","XXX","T","1","1","D","1","D",.,"A"
"20161","03089814",16,0,"5","100","D","26","D",.,"A","2","D","1","D","06","D","2014","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","BUI","D","2","1","D","1","D",.,"A"
"20161","03089814",17,0,"5","100","D","26","D",.,"A","2","D","1","D","09","D","2008","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","CAD","D","2","1","D","2","D",.,"A"
"20161","03089814",19,0,"5","110","D","18","D",.,"A","2","D","1","D","05","D","2015","D","2","D",.,"C",3400,"D",0,"D",6067,"D",36,"D","06","D","2015","D",180,"D",0.043,"D",5,"D",5431,"D",19,"D",161,"D",6,"D",5270,"D",19,"D",161,"D",7,"D",5109,"D",18,"D",162,"D",3400,"D",.,"A",19,"D",19,"D",18,"D",0,"D","2","D","04","D","CHE","D","1","1","D","2","D",0.08,"D"
"20161","03089834",13,0,"5","110","D","26","D",.,"A","2","D","1","D","09","D","2010","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","CHE","D","1","1","D","2","D",.,"A"
"20161","03089964",19,0,"5","110","D","35","D",.,"A","1","D","1","D","05","D","2015","D","2","D",25000,"D",32500,"D",0,"D",.,"B",.,"B",,"B",,"B",.,"B",.,"B",.,"B",.,"B",.,"B",429,"F",.,"B",.,"B",.,"B",432,"F",.,"B",.,"B",.,"B",434,"F",32500,"D",.,"A",71,"F",68,"F",66,"F",0,"D","2","D","01","D","FOR","D","1","1","D","2","D",0,"D"
"20161","03090094",23,0,"5","110","D","27","D",.,"A","2","D","1","D","01","D","2015","D","2","D",.,"A",15000,"D",5000,"D",19140,"D",48,"D","01","D","2015","D",435,"D",0.0435,"D",10,"D",15801,"D",57,"D",378,"D",11,"D",15424,"D",56,"D",379,"D",12,"D",15045,"D",55,"D",380,"D",15000,"D",.,"A",57,"D",56,"D",55,"D",5000,"D","2","D","01","D","GMC","D","1","1","D","2","D",.,"C"
"20161","03090094",24,0,"5","100","D","25","D",.,"A","2","D","1","D","05","D","2009","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","DOD","D","1","1","D","2","D",.,"A"
"20161","03090094",25,0,"5","110","D","24","D",.,"A","2","D","1","D","06","D","2006","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D","FOR","D","1","2","D","2","D",.,"A"
"20161","03090134",11,0,"1","100","D","19","D",.,"A","2","D","1","D","09","D","2015","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","SUB","D","2","1","D","2","D",.,"A"
"20161","03090134",12,0,"1","100","D","24","D",.,"A","2","D","1","D","04","D","2015","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","FOR","D","2","1","D","2","D",.,"A"
"20161","03090224",30,0,"5","100","D","20","D",.,"A","2","D","1","D","04","D","2006","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","HON","D","1","1","D","2","D",.,"A"
"20161","03090224",31,0,"5","100","D","22","D",.,"A","2","D","1","D","11","D","2013","D","2","D",.,"A",12900,"D",0,"D",11612,"D",60,"D","12","D","2013","D",200,"D",0.013,"D",23,"D",7442,"D",8,"D",192,"D",24,"D",7250,"D",8,"D",192,"D",25,"D",7057,"D",8,"D",192,"D",12900,"D",.,"A",8,"D",8,"D",8,"D",0,"D","2","D","02","D","SUB","D","1","1","D","2","D",0.013,"D"
"20161","03090234",13,0,"5","100","D","20","D",.,"A","2","D","1","D","07","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","MIT","D","2","1","D","2","D",.,"A"
"20161","03090244",52,0,"5","110","D","25","D",.,"A","1","D","1","D","07","D","2005","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","HON","D","1","1","D","2","D",.,"A"
"20161","03090284",19,0,"5","100","D","32","D",.,"A","1","D","1","D","11","D","2012","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","BUI","D","2","1","D","2","D",.,"A"
"20161","03090294",27,0,"5","110","D","31","D",.,"A","2","D","1","D","01","D","2015","D","2","D",.,"C",.,"C",0,"D",17093,"D",72,"D","02","D","2015","D",270,"D",0.043,"D",9,"D",15402,"D",55,"D",215,"D",10,"D",15187,"D",54,"D",216,"D",11,"D",14972,"D",54,"D",216,"D",.,"B",0.25,"D",41,"D",41,"D",41,"D",0,"D","2","D","02","D","DOD","D","1","2","D","2","D",.,"C"
"20161","03090294",28,0,"5","110","D","27","D",.,"A","2","D","1","D","09","D","2015","D","1","D",3700,"D",5300,"D",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5300,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D","DOD","D","1","1","D","2","D",.,"A"
"20161","03090314",29,0,"5","110","D","26","D",.,"A","1","D","1","D","12","D","2006","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","KIA","D","2","1","D","2","D",.,"A"
"20161","03090314",30,0,"5","110","D","35","D",.,"A","1","D","1","D","12","D","2014","D","2","D",.,"A",32000,"D",0,"D",33820,"D",72,"D","01","D","2015","D",535,"D",0.0435,"D",10,"D",30054,"D",109,"D",426,"D",11,"D",29628,"D",107,"D",428,"D",12,"D",29200,"D",106,"D",429,"D",32000,"D",.,"A",109,"D",107,"D",106,"D",0,"D","2","D","03","D","TOY","D","1","1","D","2","D",0.018,"D"
"20161","03090384",20,0,"5","100","D","32","D",.,"A","1","D","1","D","05","D","2012","D","2","D",.,"A",32635,"D",5000,"D",11000,"D",60,"D","05","D","2012","D",199,"D",0.0325,"D",42,"D",3673,"D",10,"D",189,"D",43,"D",3484,"D",9,"D",190,"D",44,"D",3294,"D",9,"D",190,"D",32635,"D",.,"A",10,"D",9,"D",9,"D",5000,"D","2","D","01","D","ACU","D","1","1","D","2","D",0.0009,"D"
