"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20162","03420521",12,1,"1",41,"E","120","D"
"20162","03420521",12,2,"1",6,"E","140","D"
"20162","03420521",12,3,"1",289,"E","150","D"
"20162","03420521",12,4,"1",80,"E","160","D"
"20162","03420521",12,5,"1",28,"E","170","D"
"20162","03420521",12,6,"1",44,"E","190","D"
"20162","03423201",31,0,"1",.,"H",,"A"
"20162","03423201",31,1,"1",557,"E","100","D"
"20162","03423201",31,2,"1",157,"E","110","D"
"20162","03423201",31,3,"1",1286,"E","130","D"
"20162","03426351",52,0,"1",.,"H",,"A"
"20162","03426351",52,1,"1",1182,"E","100","D"
"20162","03426351",52,2,"1",318,"E","110","D"
"20162","03426391",30,0,"1",.,"H",,"A"
"20162","03426391",30,1,"1",71,"E","100","D"
"20162","03426391",30,2,"1",23,"E","110","D"
"20162","03426391",30,3,"1",45,"E","120","D"
"20162","03426391",30,4,"1",143,"E","130","D"
"20162","03426391",30,5,"1",7,"E","140","D"
"20162","03426391",30,6,"1",365,"E","150","D"
"20162","03426391",30,7,"1",23,"E","160","D"
"20162","03426391",30,8,"1",17,"E","170","D"
"20162","03426391",30,9,"1",64,"E","190","D"
"20162","03426461",32,0,"1",.,"H",,"A"
"20162","03426461",32,1,"1",51,"E","120","D"
"20162","03426461",32,2,"1",7,"E","140","D"
"20162","03426461",32,3,"1",355,"E","150","D"
"20162","03426461",32,4,"1",98,"E","160","D"
"20162","03426461",32,5,"1",35,"E","170","D"
"20162","03426461",32,6,"1",54,"E","190","D"
"20162","03426801",67,0,"1",.,"H",,"A"
"20162","03426801",67,1,"1",7,"E","120","D"
"20162","03426801",67,2,"1",35,"E","150","D"
"20162","03426801",67,3,"1",6,"E","160","D"
"20162","03426801",67,4,"1",2,"E","170","D"
"20162","03426801",67,5,"1",46,"E","180","D"
"20162","03426801",67,6,"1",4,"E","190","D"
"20163","03248864",47,0,"1",.,"H",,"A"
"20163","03248864",47,1,"1",32,"E","120","D"
"20163","03248864",47,2,"1",5,"E","140","D"
"20163","03248864",47,3,"1",234,"E","150","D"
"20163","03248864",47,4,"1",25,"E","160","D"
"20163","03248864",47,5,"1",22,"E","170","D"
"20163","03248864",47,6,"1",31,"E","180","D"
"20163","03248864",47,7,"1",31,"E","190","D"
"20163","03251784",51,0,"1",.,"H",,"A"
"20163","03251784",51,1,"1",26,"E","100","D"
"20163","03251784",51,2,"1",8,"E","110","D"
"20163","03251784",51,3,"1",10,"E","120","D"
"20163","03251784",51,4,"1",2,"E","140","D"
"20163","03251784",51,5,"1",93,"E","150","D"
"20163","03251784",51,6,"1",9,"E","160","D"
"20163","03251784",51,7,"1",8,"E","170","D"
"20163","03251784",51,8,"1",12,"E","180","D"
"20163","03251784",51,9,"1",12,"E","190","D"
"20163","03251824",47,0,"1",.,"H",,"A"
"20163","03251824",47,1,"1",31,"E","100","D"
"20163","03251824",47,2,"1",8,"E","110","D"
"20163","03251824",47,3,"1",16,"E","120","D"
"20163","03251824",47,4,"1",3,"E","140","D"
"20163","03251824",47,5,"1",108,"E","150","D"
"20163","03251824",47,6,"1",24,"E","160","D"
"20163","03251824",47,7,"1",13,"E","170","D"
"20163","03251824",47,8,"1",130,"E","180","D"
"20163","03251824",47,9,"1",17,"E","190","D"
"20163","03253284",30,0,"1",.,"H",,"A"
"20163","03253284",30,1,"1",107,"E","100","D"
"20163","03253284",30,2,"1",24,"E","110","D"
"20163","03253284",30,3,"1",49,"E","200","D"
"20163","03253284",30,4,"1",58,"E","210","D"
"20163","03253284",30,5,"1",62,"E","220","D"
"20163","03259584",16,0,"1",.,"H",,"A"
"20163","03259584",16,1,"1",8,"E","100","D"
"20163","03259584",16,2,"1",8,"E","110","D"
"20163","03259584",16,3,"1",5,"E","120","D"
"20163","03259584",16,4,"1",20,"E","130","D"
"20163","03259584",16,5,"1",1,"E","140","D"
"20163","03259584",16,6,"1",35,"E","150","D"
"20163","03259584",16,7,"1",7,"E","160","D"
"20163","03259584",16,8,"1",4,"E","170","D"
"20163","03259584",16,9,"1",42,"E","180","D"
"20163","03259584",16,10,"1",5,"E","190","D"
"20163","03259584",16,11,"1",6,"E","200","D"
"20163","03259584",16,12,"1",6,"E","210","D"
"20163","03259584",16,13,"1",3,"E","220","D"
"20163","03270974",39,0,"1",.,"H",,"A"
"20163","03270974",39,1,"1",15,"E","100","D"
"20163","03270974",39,2,"1",5,"E","110","D"
"20163","03273394",16,0,"1",.,"H",,"A"
"20163","03273394",16,1,"1",21,"E","120","D"
"20163","03273394",16,2,"1",3,"E","140","D"
"20163","03273394",16,3,"1",147,"E","150","D"
"20163","03273394",16,4,"1",27,"E","160","D"
"20163","03273394",16,5,"1",7,"E","170","D"
"20163","03273394",16,6,"1",115,"E","180","D"
"20163","03273394",16,7,"1",17,"E","190","D"
"20163","03274044",11,0,"1",.,"H",,"A"
"20163","03274044",11,1,"1",25,"E","100","D"
"20163","03274044",11,2,"1",6,"E","110","D"
"20163","03274044",11,3,"1",10,"E","120","D"
"20163","03274044",11,4,"1",1,"E","140","D"
"20163","03274044",11,5,"1",68,"E","150","D"
"20163","03274044",11,6,"1",13,"E","160","D"
"20163","03274044",11,7,"1",21,"E","170","D"
"20163","03274044",11,8,"1",6,"E","190","D"
"20163","03274334",34,0,"1",.,"H",,"A"
"20163","03274334",34,1,"1",500,"E","130","D"
"20163","03275084",18,0,"1",.,"H",,"A"
"20163","03275084",18,1,"1",47,"E","100","D"
"20163","03275084",18,2,"1",18,"E","110","D"
"20163","03275084",18,3,"1",27,"E","120","D"
"20163","03275084",18,4,"1",5,"E","140","D"
"20163","03275084",18,5,"1",185,"E","150","D"
"20163","03275084",18,6,"1",42,"E","160","D"
"20163","03275084",18,7,"1",22,"E","170","D"
"20163","03275084",18,8,"1",224,"E","180","D"
"20163","03275084",18,9,"1",30,"E","190","D"
"20163","03276574",28,0,"1",.,"H",,"A"
"20163","03276574",28,1,"1",18,"E","120","D"
"20163","03276574",28,2,"1",2,"E","140","D"
"20163","03276574",28,3,"1",106,"E","150","D"
"20163","03276574",28,4,"1",41,"E","160","D"
"20163","03276574",28,5,"1",15,"E","170","D"
"20163","03276574",28,6,"1",18,"E","190","D"
"20163","03276584",35,0,"1",.,"H",,"A"
"20163","03276584",35,1,"1",370,"E","200","D"
"20163","03276584",35,2,"1",477,"E","210","D"
"20163","03276584",35,3,"1",253,"E","220","D"
"20163","03279914",23,0,"1",.,"H",,"A"
"20163","03279914",23,1,"1",64,"E","100","D"
"20163","03279914",23,2,"1",24,"E","110","D"
"20163","03279914",23,3,"1",31,"E","120","D"
"20163","03279914",23,4,"1",134,"E","130","D"
"20163","03279914",23,5,"1",6,"E","140","D"
"20163","03279914",23,6,"1",213,"E","150","D"
"20163","03279914",23,7,"1",42,"E","160","D"
"20163","03279914",23,8,"1",65,"E","170","D"
"20163","03279914",23,9,"1",21,"E","190","D"
"20163","03280484",42,0,"1",.,"H",,"A"
"20163","03280484",42,1,"1",46,"E","100","D"
"20163","03280484",42,2,"1",10,"E","110","D"
"20163","03280484",42,3,"1",13,"E","120","D"
"20163","03280484",42,4,"1",82,"E","130","D"
"20163","03280484",42,5,"1",3,"E","140","D"
"20163","03280484",42,6,"1",138,"E","150","D"
"20163","03280484",42,7,"1",17,"E","160","D"
"20163","03280484",42,8,"1",13,"E","170","D"
"20163","03280484",42,9,"1",54,"E","180","D"
"20163","03280484",42,10,"1",24,"E","190","D"
"20163","03292344",56,0,"1",.,"H",,"A"
"20163","03292344",56,1,"1",12,"E","100","D"
"20163","03292344",56,2,"1",2,"E","110","D"
"20163","03292344",56,3,"1",2,"E","120","D"
"20163","03292344",56,4,"1",25,"E","150","D"
"20163","03292344",56,5,"1",3,"E","160","D"
"20163","03292344",56,6,"1",2,"E","170","D"
"20163","03292344",56,7,"1",10,"E","180","D"
"20163","03292344",56,8,"1",4,"E","190","D"
"20163","03292444",25,0,"1",.,"H",,"A"
"20163","03292444",25,1,"1",147,"E","100","D"
"20163","03292444",25,2,"1",29,"E","110","D"
"20163","03292444",25,3,"1",38,"E","120","D"
"20163","03292444",25,4,"1",201,"E","130","D"
"20163","03292444",25,5,"1",9,"E","140","D"
"20163","03292444",25,6,"1",359,"E","150","D"
"20163","03292444",25,7,"1",83,"E","160","D"
"20163","03292444",25,8,"1",8,"E","170","D"
"20163","03292444",25,9,"1",103,"E","180","D"
"20163","03292444",25,10,"1",23,"E","190","D"
"20163","03294264",23,0,"1",.,"H",,"A"
"20163","03294264",23,1,"1",27,"E","120","D"
"20163","03294264",23,2,"1",6,"E","140","D"
"20163","03294264",23,3,"1",233,"E","150","D"
"20163","03294264",23,4,"1",30,"E","160","D"
"20163","03294264",23,5,"1",22,"E","170","D"
"20163","03294264",23,6,"1",91,"E","180","D"
"20163","03294264",23,7,"1",41,"E","190","D"
"20163","03294754",58,0,"1",.,"H",,"A"
"20163","03294754",58,1,"1",780,"E","130","D"
"20163","03295734",37,0,"1",.,"H",,"A"
"20163","03295734",37,1,"1",98,"E","100","D"
"20163","03295734",37,2,"1",31,"E","110","D"
"20163","03295734",37,3,"1",47,"E","120","D"
"20163","03295734",37,4,"1",203,"E","130","D"
"20163","03295734",37,5,"1",8,"E","140","D"
"20163","03295734",37,6,"1",337,"E","150","D"
"20163","03295734",37,7,"1",36,"E","160","D"
"20163","03295734",37,8,"1",32,"E","170","D"
"20163","03295734",37,9,"1",45,"E","180","D"
"20163","03295734",37,10,"1",45,"E","190","D"
"20163","03295734",37,11,"1",81,"E","200","D"
"20163","03295734",37,12,"1",64,"E","210","D"
"20163","03295734",37,13,"1",73,"E","220","D"
"20163","03298304",33,0,"1",.,"H",,"A"
"20163","03298304",33,1,"1",8,"E","120","D"
"20163","03298304",33,2,"1",1,"E","140","D"
"20163","03298304",33,3,"1",51,"E","150","D"
"20163","03298304",33,4,"1",6,"E","160","D"
"20163","03298304",33,5,"1",5,"E","170","D"
"20163","03298304",33,6,"1",20,"E","180","D"
"20163","03298304",33,7,"1",9,"E","190","D"
"20163","03300074",57,0,"1",.,"H",,"A"
"20163","03300074",57,1,"1",44,"E","100","D"
"20163","03300074",57,2,"1",14,"E","110","D"
"20163","03300074",57,3,"1",18,"E","120","D"
"20163","03300074",57,4,"1",98,"E","130","D"
"20163","03300074",57,5,"1",3,"E","140","D"
"20163","03300074",57,6,"1",153,"E","150","D"
"20163","03300074",57,7,"1",16,"E","160","D"
"20163","03300074",57,8,"1",14,"E","170","D"
"20163","03300074",57,9,"1",20,"E","180","D"
"20163","03300074",57,10,"1",20,"E","190","D"
"20163","03301284",27,0,"1",.,"H",,"A"
"20163","03301284",27,1,"1",31,"E","120","D"
"20163","03301284",27,2,"1",6,"E","140","D"
"20163","03301284",27,3,"1",256,"E","150","D"
"20163","03301284",27,4,"1",60,"E","160","D"
"20163","03301284",27,5,"1",6,"E","170","D"
"20163","03301284",27,6,"1",75,"E","180","D"
"20163","03301284",27,7,"1",16,"E","190","D"
"20163","03301944",34,0,"1",.,"H",,"A"
"20163","03301944",34,1,"1",9,"E","120","D"
"20163","03301944",34,2,"1",32,"E","150","D"
"20163","03301944",34,3,"1",7,"E","160","D"
"20163","03301944",34,4,"1",3,"E","170","D"
"20163","03301944",34,5,"1",39,"E","180","D"
"20163","03301944",34,6,"1",5,"E","190","D"
"20163","03301984",38,0,"1",.,"H",,"A"
"20163","03301984",38,1,"1",162,"E","100","D"
"20163","03301984",38,2,"1",38,"E","110","D"
"20163","03302914",60,0,"1",.,"H",,"A"
"20163","03302914",60,1,"1",163,"E","100","D"
"20163","03302914",60,2,"1",47,"E","110","D"
"20163","03302914",60,3,"1",80,"E","120","D"
"20163","03302914",60,4,"1",381,"E","130","D"
"20163","03302914",60,5,"1",13,"E","140","D"
"20163","03302914",60,6,"1",616,"E","150","D"
"20163","03302914",60,7,"1",115,"E","160","D"
"20163","03302914",60,8,"1",31,"E","170","D"
"20163","03302914",60,9,"1",483,"E","180","D"
"20163","03302914",60,10,"1",71,"E","190","D"
"20163","03303004",26,0,"1",.,"H",,"A"
"20163","03303004",26,1,"1",136,"E","100","D"
"20163","03303004",26,2,"1",31,"E","110","D"
"20163","03303004",26,3,"1",41,"E","120","D"
"20163","03303004",26,4,"1",222,"E","130","D"
"20163","03303004",26,5,"1",19,"E","140","D"
"20163","03303004",26,6,"1",408,"E","150","D"
"20163","03303004",26,7,"1",52,"E","160","D"
"20163","03303004",26,8,"1",39,"E","170","D"
"20163","03303004",26,9,"1",160,"E","180","D"
"20163","03303004",26,10,"1",72,"E","190","D"
"20163","03303004",26,11,"1",64,"E","200","D"
"20163","03303004",26,12,"1",75,"E","210","D"
"20163","03303004",26,13,"1",81,"E","220","D"
"20163","03324803",28,0,"1",.,"H",,"A"
"20163","03324803",28,1,"1",26,"E","120","D"
"20163","03324803",28,2,"1",4,"E","140","D"
"20163","03324803",28,3,"1",144,"E","150","D"
"20163","03324803",28,4,"1",32,"E","160","D"
"20163","03324803",28,5,"1",17,"E","170","D"
"20163","03324803",28,6,"1",174,"E","180","D"
"20163","03324803",28,7,"1",23,"E","190","D"
"20163","03326843",71,0,"1",.,"H",,"A"
"20163","03326843",71,1,"1",36,"E","100","D"
"20163","03326843",71,2,"1",11,"E","110","D"
"20163","03326843",71,3,"1",14,"E","120","D"
"20163","03326843",71,4,"1",3,"E","140","D"
"20163","03326843",71,5,"1",124,"E","150","D"
"20163","03326843",71,6,"1",13,"E","160","D"
"20163","03326843",71,7,"1",12,"E","170","D"
"20163","03326843",71,8,"1",21,"E","180","D"
"20163","03326843",71,9,"1",16,"E","190","D"
"20163","03327173",67,0,"1",.,"H",,"A"
"20163","03327173",67,1,"1",27,"E","120","D"
"20163","03327173",67,2,"1",6,"E","140","D"
"20163","03327173",67,3,"1",233,"E","150","D"
"20163","03327173",67,4,"1",30,"E","160","D"
"20163","03327173",67,5,"1",22,"E","170","D"
"20163","03327173",67,6,"1",91,"E","180","D"
"20163","03327173",67,7,"1",41,"E","190","D"
"20163","03327893",41,0,"1",.,"H",,"A"
"20163","03327893",41,1,"1",28,"E","120","D"
"20163","03327893",41,2,"1",6,"E","140","D"
"20163","03327893",41,3,"1",249,"E","150","D"
"20163","03327893",41,4,"1",32,"E","160","D"
"20163","03327893",41,5,"1",24,"E","170","D"
"20163","03327893",41,6,"1",97,"E","180","D"
"20163","03327893",41,7,"1",44,"E","190","D"
"20163","03327923",20,0,"1",.,"H",,"A"
"20163","03327923",20,1,"1",101,"E","120","D"
"20163","03327923",20,2,"1",344,"E","130","D"
"20163","03327923",20,3,"1",17,"E","140","D"
"20163","03327923",20,4,"1",679,"E","150","D"
"20163","03327923",20,5,"1",267,"E","160","D"
"20163","03327923",20,6,"1",97,"E","170","D"
"20163","03327923",20,7,"1",120,"E","190","D"
"20163","03327923",20,8,"1",126,"E","200","D"
"20163","03327923",20,9,"1",163,"E","210","D"
"20163","03327923",20,10,"1",86,"E","220","D"
"20163","03328923",42,0,"1",.,"H",,"A"
"20163","03328923",42,1,"1",7,"E","120","D"
"20163","03328923",42,2,"1",1,"E","140","D"
"20163","03328923",42,3,"1",39,"E","150","D"
"20163","03328923",42,4,"1",9,"E","160","D"
"20163","03328923",42,5,"1",1,"E","170","D"
"20163","03328923",42,6,"1",11,"E","180","D"
"20163","03328923",42,7,"1",2,"E","190","D"
"20163","03329123",25,0,"1",.,"H",,"A"
"20163","03329123",25,1,"1",13,"E","100","D"
"20163","03329123",25,2,"1",3,"E","110","D"
"20163","03329123",25,3,"1",6,"E","120","D"
"20163","03329123",25,4,"1",22,"E","130","D"
"20163","03329123",25,5,"1",1,"E","140","D"
"20163","03329123",25,6,"1",44,"E","150","D"
"20163","03329123",25,7,"1",17,"E","160","D"
"20163","03329123",25,8,"1",14,"E","170","D"
"20163","03329123",25,9,"1",7,"E","190","D"
"20163","03329123",25,10,"1",8,"E","200","D"
"20163","03329123",25,11,"1",10,"E","210","D"
"20163","03329123",25,12,"1",5,"E","220","D"
"20163","03329193",36,0,"1",.,"H",,"A"
"20163","03329193",36,1,"1",21,"E","120","D"
"20163","03329193",36,2,"1",5,"E","140","D"
"20163","03329193",36,3,"1",181,"E","150","D"
"20163","03329193",36,4,"1",23,"E","160","D"
"20163","03329193",36,5,"1",17,"E","170","D"
"20163","03329193",36,6,"1",71,"E","180","D"
"20163","03329193",36,7,"1",32,"E","190","D"
"20163","03330583",41,0,"1",.,"H",,"A"
"20163","03330583",41,1,"1",16,"E","100","D"
"20163","03330583",41,2,"1",4,"E","110","D"
"20163","03330583",41,3,"1",11,"E","120","D"
"20163","03330583",41,4,"1",38,"E","130","D"
"20163","03330583",41,5,"1",1,"E","140","D"
"20163","03330583",41,6,"1",61,"E","150","D"
"20163","03330583",41,7,"1",11,"E","160","D"
"20163","03330583",41,8,"1",3,"E","170","D"
"20163","03330583",41,9,"1",48,"E","180","D"
"20163","03330583",41,10,"1",7,"E","190","D"
"20163","03336763",71,0,"1",.,"H",,"A"
"20163","03336763",71,1,"1",36,"E","120","D"
"20163","03336763",71,2,"1",9,"E","140","D"
"20163","03336763",71,3,"1",329,"E","150","D"
"20163","03336763",71,4,"1",42,"E","160","D"
"20163","03336763",71,5,"1",32,"E","170","D"
"20163","03336763",71,6,"1",129,"E","180","D"
"20163","03336763",71,7,"1",58,"E","190","D"
"20163","03340093",32,0,"1",.,"H",,"A"
"20163","03340093",32,1,"1",24,"E","100","D"
"20163","03340093",32,2,"1",12,"E","110","D"
"20163","03340093",32,3,"1",11,"E","120","D"
"20163","03340093",32,4,"1",57,"E","130","D"
"20163","03340093",32,5,"1",1,"E","140","D"
"20163","03340093",32,6,"1",92,"E","150","D"
"20163","03340093",32,7,"1",17,"E","160","D"
"20163","03340093",32,8,"1",4,"E","170","D"
"20163","03340093",32,9,"1",72,"E","180","D"
"20163","03340093",32,10,"1",10,"E","190","D"
"20163","03342953",23,0,"1",.,"H",,"A"
"20163","03342953",23,1,"1",39,"E","100","D"
"20163","03342953",23,2,"1",11,"E","110","D"
"20163","03344343",74,0,"1",.,"H",,"A"
"20163","03344343",74,1,"1",25,"E","120","D"
"20163","03344343",74,2,"1",7,"E","140","D"
"20163","03344343",74,3,"1",260,"E","150","D"
"20163","03344343",74,4,"1",33,"E","160","D"
"20163","03344343",74,5,"1",25,"E","170","D"
"20163","03344343",74,6,"1",100,"E","180","D"
"20163","03344343",74,7,"1",45,"E","190","D"
"20163","03347033",53,0,"1",.,"H",,"A"
"20163","03347033",53,1,"1",62,"E","120","D"
"20163","03347033",53,2,"1",17,"E","140","D"
"20163","03347033",53,3,"1",625,"E","150","D"
"20163","03347033",53,4,"1",80,"E","160","D"
"20163","03347033",53,5,"1",61,"E","170","D"
"20163","03347033",53,6,"1",244,"E","180","D"
"20163","03347033",53,7,"1",111,"E","190","D"
"20163","03348543",36,0,"1",.,"H",,"A"
"20163","03348543",36,1,"1",76,"E","120","D"
"20163","03348543",36,2,"1",15,"E","140","D"
"20163","03348543",36,3,"1",617,"E","150","D"
"20163","03348543",36,4,"1",66,"E","160","D"
"20163","03348543",36,5,"1",60,"E","170","D"
"20163","03348543",36,6,"1",84,"E","180","D"
"20163","03348543",36,7,"1",82,"E","190","D"
"20163","03350933",65,0,"1",.,"H",,"A"
"20163","03350933",65,1,"1",7,"E","120","D"
"20163","03350933",65,2,"1",35,"E","150","D"
"20163","03350933",65,3,"1",4,"E","160","D"
"20163","03350933",65,4,"1",3,"E","170","D"
"20163","03350933",65,5,"1",14,"E","180","D"
"20163","03350933",65,6,"1",6,"E","190","D"
"20163","03352023",85,0,"1",.,"H",,"A"
"20163","03352023",85,1,"1",46,"E","200","D"
"20163","03352023",85,2,"1",54,"E","210","D"
"20163","03352023",85,3,"1",60,"E","220","D"
"20163","03353913",32,0,"1",.,"H",,"A"
"20163","03353913",32,1,"1",14,"E","100","D"
"20163","03353913",32,2,"1",10,"E","110","D"
"20163","03353913",32,3,"1",5,"E","120","D"
"20163","03353913",32,4,"1",30,"E","130","D"
"20163","03353913",32,5,"1",1,"E","140","D"
"20163","03353913",32,6,"1",49,"E","150","D"
"20163","03353913",32,7,"1",5,"E","160","D"
"20163","03353913",32,8,"1",4,"E","170","D"
"20163","03353913",32,9,"1",6,"E","180","D"
"20163","03353913",32,10,"1",6,"E","190","D"
"20163","03355203",23,0,"1",.,"H",,"A"
"20163","03355203",23,1,"1",400,"E","130","D"
"20163","03356153",19,0,"1",.,"H",,"A"
"20163","03356153",19,1,"1",36,"E","100","D"
"20163","03356153",19,2,"1",10,"E","110","D"
"20163","03356153",19,3,"1",15,"E","120","D"
"20163","03356153",19,4,"1",67,"E","130","D"
"20163","03356153",19,5,"1",3,"E","140","D"
"20163","03356153",19,6,"1",106,"E","150","D"
"20163","03356153",19,7,"1",21,"E","160","D"
"20163","03356153",19,8,"1",32,"E","170","D"
"20163","03356153",19,9,"1",10,"E","190","D"
"20163","03388472",21,0,"1",.,"H",,"A"
"20163","03388472",21,1,"1",1,"E","100","D"
"20163","03388472",21,2,"1",6,"E","120","D"
"20163","03388472",21,3,"1",4,"E","130","D"
"20163","03388472",21,4,"1",7,"E","150","D"
"20163","03388472",21,5,"1",1,"E","160","D"
"20163","03388472",21,6,"1",8,"E","180","D"
"20163","03388472",21,7,"1",1,"E","190","D"
"20163","03388472",21,8,"1",1,"E","200","D"
"20163","03388472",21,9,"1",1,"E","210","D"
"20163","03390652",23,0,"1",.,"H",,"A"
"20163","03390652",23,1,"1",348,"E","100","D"
"20163","03390652",23,2,"1",102,"E","110","D"
"20163","03392622",23,0,"1",.,"H",,"A"
"20163","03392622",23,1,"1",76,"E","120","D"
"20163","03392622",23,2,"1",20,"E","140","D"
"20163","03392622",23,3,"1",726,"E","150","D"
"20163","03392622",23,4,"1",93,"E","160","D"
"20163","03392622",23,5,"1",71,"E","170","D"
"20163","03392622",23,6,"1",285,"E","180","D"
"20163","03392622",23,7,"1",129,"E","190","D"
"20163","03393452",60,0,"1",.,"H",,"A"
"20163","03393452",60,1,"1",32,"E","120","D"
"20163","03393452",60,2,"1",6,"E","140","D"
"20163","03393452",60,3,"1",246,"E","150","D"
"20163","03393452",60,4,"1",26,"E","160","D"
"20163","03393452",60,5,"1",24,"E","170","D"
"20163","03393452",60,6,"1",33,"E","180","D"
"20163","03393452",60,7,"1",33,"E","190","D"
"20163","03393702",59,0,"1",.,"H",,"A"
"20163","03393702",59,1,"1",54,"E","120","D"
"20163","03393702",59,2,"1",13,"E","140","D"
"20163","03393702",59,3,"1",485,"E","150","D"
"20163","03393702",59,4,"1",62,"E","160","D"
"20163","03393702",59,5,"1",47,"E","170","D"
"20163","03393702",59,6,"1",190,"E","180","D"
"20163","03393702",59,7,"1",86,"E","190","D"
"20163","03393702",59,8,"1",76,"E","200","D"
"20163","03393702",59,9,"1",90,"E","210","D"
"20163","03393702",59,10,"1",97,"E","220","D"
"20163","03394302",15,0,"1",.,"H",,"A"
"20163","03394302",15,1,"1",34,"E","120","D"
"20163","03394302",15,2,"1",5,"E","140","D"
"20163","03394302",15,3,"1",217,"E","150","D"
"20163","03394302",15,4,"1",85,"E","160","D"
"20163","03394302",15,5,"1",31,"E","170","D"
"20163","03394302",15,6,"1",38,"E","190","D"
"20163","03394422",58,0,"1",.,"H",,"A"
"20163","03394422",58,1,"1",72,"E","100","D"
"20163","03394422",58,2,"1",18,"E","110","D"
"20163","03394692",63,0,"1",.,"H",,"A"
"20163","03394692",63,1,"1",19,"E","120","D"
"20163","03394692",63,2,"1",5,"E","140","D"
"20163","03394692",63,3,"1",197,"E","150","D"
"20163","03394692",63,4,"1",25,"E","160","D"
"20163","03394692",63,5,"1",19,"E","170","D"
"20163","03394692",63,6,"1",76,"E","180","D"
"20163","03394692",63,7,"1",34,"E","190","D"
"20163","03407632",49,0,"1",.,"H",,"A"
"20163","03407632",49,1,"1",108,"E","120","D"
"20163","03407632",49,2,"1",28,"E","140","D"
"20163","03407632",49,3,"1",1038,"E","150","D"
"20163","03407632",49,4,"1",133,"E","160","D"
"20163","03407632",49,5,"1",101,"E","170","D"
"20163","03407632",49,6,"1",407,"E","180","D"
"20163","03407632",49,7,"1",185,"E","190","D"
"20163","03407702",17,0,"1",.,"H",,"A"
"20163","03407702",17,1,"1",15,"E","100","D"
"20163","03407702",17,2,"1",3,"E","110","D"
"20163","03407702",17,3,"1",4,"E","120","D"
"20163","03407702",17,4,"1",28,"E","130","D"
"20163","03407702",17,5,"1",36,"E","150","D"
"20163","03407702",17,6,"1",8,"E","160","D"
"20163","03407702",17,7,"1",10,"E","180","D"
"20163","03407702",17,8,"1",2,"E","190","D"
"20163","03407702",17,9,"1",4,"E","200","D"
"20163","03407702",17,10,"1",7,"E","210","D"
"20163","03407702",17,11,"1",8,"E","220","D"
"20163","03409322",9,0,"1",.,"H",,"A"
"20163","03409322",9,1,"1",67,"E","100","D"
"20163","03409322",9,2,"1",13,"E","110","D"
"20163","03409322",9,3,"1",24,"E","120","D"
"20163","03409322",9,4,"1",92,"E","130","D"
"20163","03409322",9,5,"1",4,"E","140","D"
"20163","03409322",9,6,"1",162,"E","150","D"
"20163","03409322",9,7,"1",38,"E","160","D"
"20163","03409322",9,8,"1",4,"E","170","D"
"20163","03409322",9,9,"1",47,"E","180","D"
"20163","03409322",9,10,"1",10,"E","190","D"
"20163","03409322",9,11,"1",20,"E","200","D"
"20163","03409322",9,12,"1",33,"E","210","D"
"20163","03409322",9,13,"1",36,"E","220","D"
"20163","03411032",34,0,"1",.,"H",,"A"
"20163","03411032",34,1,"1",23,"E","120","D"
"20163","03411032",34,2,"1",3,"E","140","D"
"20163","03411032",34,3,"1",126,"E","150","D"
"20163","03411032",34,4,"1",28,"E","160","D"
"20163","03411032",34,5,"1",15,"E","170","D"
"20163","03411032",34,6,"1",152,"E","180","D"
"20163","03411032",34,7,"1",20,"E","190","D"
"20163","03411812",30,0,"1",.,"H",,"A"
"20163","03411812",30,1,"1",15,"E","120","D"
"20163","03411812",30,2,"1",4,"E","140","D"
"20163","03411812",30,3,"1",160,"E","150","D"
"20163","03411812",30,4,"1",20,"E","160","D"
"20163","03411812",30,5,"1",15,"E","170","D"
"20163","03411812",30,6,"1",61,"E","180","D"
"20163","03411812",30,7,"1",27,"E","190","D"
"20163","03411812",30,8,"1",24,"E","200","D"
"20163","03411812",30,9,"1",28,"E","210","D"
"20163","03411812",30,10,"1",31,"E","220","D"
"20163","03414704",30,0,"1",.,"H",,"A"
"20163","03414704",30,1,"1",14,"E","120","D"
"20163","03414704",30,2,"1",2,"E","140","D"
"20163","03414704",30,3,"1",126,"E","150","D"
"20163","03414704",30,4,"1",22,"E","160","D"
"20163","03414704",30,5,"1",6,"E","170","D"
"20163","03414704",30,6,"1",95,"E","180","D"
"20163","03414704",30,7,"1",14,"E","190","D"
"20163","03417192",96,0,"1",.,"H",,"A"
"20163","03417192",96,1,"1",171,"E","100","D"
"20163","03417192",96,2,"1",52,"E","110","D"
"20163","03417192",96,3,"1",81,"E","120","D"
"20163","03417192",96,4,"1",15,"E","140","D"
"20163","03417192",96,5,"1",549,"E","150","D"
"20163","03417192",96,6,"1",108,"E","160","D"
"20163","03417192",96,7,"1",169,"E","170","D"
"20163","03417192",96,8,"1",55,"E","190","D"
"20163","03420402",26,0,"1",.,"H",,"A"
"20163","03420402",26,1,"1",32,"E","120","D"
"20163","03420402",26,2,"1",8,"E","140","D"
"20163","03420402",26,3,"1",262,"E","150","D"
"20163","03420402",26,4,"1",49,"E","160","D"
"20163","03420402",26,5,"1",13,"E","170","D"
"20163","03420402",26,6,"1",206,"E","180","D"
"20163","03420402",26,7,"1",30,"E","190","D"
"20163","03420962",67,0,"1",.,"H",,"A"
