"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOH","PROP0NOH","OWNYH","OWNYH_","PAIDLOAN","PAID_OAN","PRIMPLUS","PRIM_LUS","JINTPDX","JINTPDX_","JLCPRINX","JLCP_INX","LOAN_NOH","LOAN0NOH","TOTOWED","TOTOWED_"
"20161","03105324",26,0,"5","01","D","100","D","2","D",0.05,"D",58,"F",242,"F","01","D",4600,"F"
"20161","03105354",69,0,"5","01","D","100","D","1","D",0.05,"D",363,"F",3237,"F","01","D",29000,"F"
"20161","03106074",56,0,"5","02","D","300","D","1","D",0.05,"D",175,"D",905,"D","01","D",14000,"D"
"20161","03106664",70,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03106714",33,0,"5","02","D","200","D","1","D",0.05,"D",213,"D",1287,"D","01","D",17000,"D"
"20161","03107344",27,0,"5","01","D","100","D","1","D",0.05,"D",13,"D",987,"D","01","D",1000,"D"
"20161","03107384",50,0,"5","01","D","100","D","1","D",0.05,"D",413,"D",757,"D","01","D",33000,"D"
"20161","03107454",23,0,"5","02","D","300","D","1","D",0.05,"D",263,"D",1987,"D","01","D",21000,"D"
"20161","03107604",87,0,"5","01","D","100","D","1","D",0.05,"D",733,"D",317,"D","01","D",58651,"D"
"20161","03109764",31,0,"5","01","D","100","D","1","D",0.05,"D",150,"D",573,"D","01","D",12000,"D"
"20161","03109774",32,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",200000,"D"
"20161","03110044",27,0,"5","01","D","100","D","1","D",0.05,"D",513,"D",462,"D","01","D",41000,"D"
"20161","03110064",33,0,"5","01","D","100","D","2","D",0.05,"D",675,"F",-75,"F","01","D",54000,"F"
"20161","03110824",26,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",200000,"D"
"20161","03142314",37,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03142334",30,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03142414",29,0,"5","01","D","100","D","1","D",0.05,"D",563,"D",937,"D","01","D",45000,"D"
"20161","03142614",28,0,"5","01","D","100","D","1","D",0.05,"D",125,"D",475,"D","01","D",10000,"D"
"20161","03143014",41,0,"5","01","D","100","D","1","D",0.05,"D",163,"D",1337,"D","01","D",13000,"D"
"20161","03143024",40,0,"5","01","D","100","D","1","D",0.05,"D",613,"D",-193,"D","01","D",49000,"D"
"20161","03143514",23,0,"5","01","D","100","D","2","D",0.05,"D",200,"F",1000,"F","01","D",16000,"F"
"20161","03143684",30,0,"5","01","D","100","D","1","D",0.05,"D",500,"D",205,"D","01","D",40000,"D"
"20161","03144394",25,0,"5","01","D","100","D","1","D",0.05,"D",225,"F",525,"F","01","D",18000,"F"
"20161","03144454",18,0,"5","01","D","100","D","1","D",0.05,"D",75,"D",725,"D","01","D",6000,"D"
"20161","03145064",33,0,"5","01","D","100","D","1","D",0.05,"D",75,"F",1725,"F","01","D",6000,"F"
"20161","03145474",30,0,"5","01","D","100","D","1","D",0.05,"D",325,"D",-130,"D","01","D",26000,"D"
"20161","03145684",30,0,"5","01","D","100","D","1","D",0.05,"D",8,"D",592,"D","01","D",600,"D"
"20161","03146524",20,0,"5","01","D","100","D","1","D",0.05,"D",975,"D",-342,"D","01","D",78000,"D"
"20161","03146764",42,0,"5","01","D","100","D","1","D",0.05,"D",334,"D",2966,"D","01","D",26750,"D"
"20161","03148204",23,0,"5","01","D","100","D","1","D",0.05,"D",1231,"F",-427,"F","01","D",98500,"F"
"20161","03148274",112,0,"5","01","D","100","D","1","D",0.05,"D",563,"F",283,"F","01","D",45000,"F"
"20161","03148324",25,0,"5","01","D","100","D","2","D",0.05,"D",288,"F",306,"F","01","D",23000,"F"
"20161","03149144",15,0,"5","01","D","100","D","2","D",0.05,"D",343,"F",17,"F","01","D",27400,"F"
"20161","03149184",18,0,"5","01","D","100","D","1","D",0.05,"D",1175,"D",325,"D","01","D",94000,"D"
"20161","03150844",26,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03151064",35,0,"5","01","D","100","D","1","D",0.05,"D",250,"D",350,"D","01","D",20000,"D"
"20161","03151184",26,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",273174,"T"
"20161","03151264",21,0,"5","01","D","100","D","1","D",0.05,"D",3000,"D",2400,"D","01","D",273174,"T"
"20161","03151724",29,0,"5","01","D","100","D","1","D",0.05,"D",263,"F",1237,"F","01","D",21000,"F"
"20161","03152304",19,0,"5","01","D","100","D","2","D",0.05,"D",23,"F",727,"F","01","D",1800,"F"
"20161","03152334",63,0,"5","01","D","100","D","1","D",0.05,"D",20,"D",1980,"D","01","D",1600,"D"
"20161","03152724",19,0,"5","01","D","100","D","2","D",0.05,"D",875,"F",3025,"F","01","D",70000,"F"
"20161","03163444",15,0,"5","01","D","100","D","1","D",0.05,"D",63,"D",1137,"D","01","D",5000,"D"
"20161","03163644",52,0,"5","01","D","100","D","1","D",0.05,"D",624,"D",-144,"D","01","D",49900,"D"
"20161","03164024",46,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",196500,"D"
"20161","03164174",17,0,"5","01","D","100","D","1","D",0.05,"D",288,"D",306,"D","01","D",23000,"D"
"20161","03164444",22,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03165664",20,0,"5","01","D","100","D","1","D",0.05,"D",350,"D",250,"D","01","D",28000,"D"
"20161","03166264",19,0,"5","01","D","100","D","1","D",0.05,"D",875,"F",-125,"F","01","D",70000,"F"
"20161","03167014",35,0,"5","01","D","100","D","1","D",0.05,"D",3975,"D",525,"D","01","D",273174,"T"
"20161","03167434",29,0,"5","01","D","100","D","1","D",0.05,"D",5,"D",390,"D","01","D",395,"D"
"20161","03168964",20,0,"5","01","D","100","D","1","D",0.05,"D",8,"D",592,"D","01","D",600,"D"
"20161","03169264",35,0,"5","01","D","100","D","1","D",0.05,"D",275,"D",175,"D","01","D",22000,"D"
"20161","03170294",22,0,"5","01","D","100","D","1","D",0.05,"D",68,"D",998,"D","01","D",5454,"D"
"20161","03170424",21,0,"5","01","D","100","D","1","D",0.05,"D",1409,"D",38116,"T","01","D",112707,"D"
"20161","03170924",17,0,"5","01","D","100","D","2","D",0.05,"D",563,"F",1117,"F","01","D",45000,"F"
"20161","03171304",31,0,"5","01","D","100","D","1","D",0.05,"D",257,"D",1141,"D","01","D",20533,"D"
"20161","03171314",10,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",2500,"D"
"20161","03171384",33,0,"5","01","D","100","D","1","D",0.05,"D",175,"D",425,"D","01","D",14000,"D"
"20161","03171524",59,0,"5","01","D","100","D","1","D",0.05,"D",563,"F",3637,"F","01","D",45000,"F"
"20161","03172134",16,0,"5","01","D","100","D","2","D",0.05,"D",225,"F",1050,"F","01","D",18000,"F"
"20161","03172174",25,0,"5","01","D","100","D","1","D",0.05,"D",588,"D",1152,"D","01","D",47000,"D"
"20161","03172284",32,0,"5","01","D","100","D","1","D",0.05,"D",500,"D",400,"D","01","D",40000,"D"
"20161","03173304",17,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",3500,"D"
"20161","03184683",32,0,"5","01","D","100","D","1","D",0.05,"D",375,"D",1025,"D","01","D",30000,"D"
"20161","03185003",27,0,"5","01","D","100","D","1","D",0.05,"D",275,"D",250,"D","01","D",22000,"D"
"20161","03185093",29,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03185093",30,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","02","D",25000,"D"
"20161","03186123",30,0,"5","01","D","100","D","1","D",0.05,"D",875,"D",-125,"D","01","D",70000,"D"
"20161","03186593",27,0,"5","01","D","100","D","1","D",0.05,"D",68,"F",998,"F","01","D",5454,"F"
"20161","03187003",57,0,"5","01","D","100","D","1","D",0.05,"D",438,"D",378,"D","01","D",35000,"D"
"20161","03187013",20,0,"5","01","D","100","D","1","D",0.05,"D",71,"D",229,"D","01","D",5700,"D"
"20161","03187103",24,0,"5","01","D","100","D","1","D",0.05,"D",38,"D",862,"D","01","D",3000,"D"
"20161","03187673",12,0,"5","01","D","100","D","1","D",0.05,"D",219,"D",-69,"D","01","D",17500,"D"
"20161","03187903",34,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03188293",24,0,"5","01","D","100","D","1","D",0.05,"D",75,"F",525,"F","01","D",6000,"F"
"20161","03189153",51,0,"5","02","D","300","D","1","D",0.05,"D",4600,"D",5600,"D","01","D",368000,"D"
"20161","03189263",39,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",28000,"D"
"20161","03190473",14,0,"5","01","D","100","D","1","D",0.05,"D",250,"D",1400,"D","01","D",20000,"D"
"20161","03191463",33,0,"5","01","D","100","D","1","D",0.05,"D",2363,"F",-113,"F","01","D",189000,"F"
"20161","03191713",32,0,"5","01","D","100","D","1","D",0.05,"D",3088,"D",-1635,"T","01","D",273174,"T"
"20161","03191873",43,0,"5","01","D","100","D","1","D",0.05,"D",525,"D",5475,"D","01","D",42000,"D"
"20161","03192523",16,0,"5","01","D","100","D","2","D",0.05,"D",488,"F",112,"F","01","D",39000,"F"
"20161","03192693",27,0,"5","01","D","100","D","1","D",0.05,"D",463,"D",962,"D","01","D",37000,"D"
"20161","03206063",40,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",10000,"D"
"20161","03207023",35,0,"5","01","D","100","D","1","D",0.05,"D",538,"D",-537,"D","01","D",43000,"D"
"20161","03207213",19,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03207613",23,0,"5","01","D","100","D","1","D",0.05,"D",325,"D",125,"D","01","D",26000,"D"
"20161","03208113",24,0,"5","01","D","100","D","1","D",0.05,"D",1865,"D",-913,"D","01","D",149215,"D"
"20161","03208303",28,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",60000,"D"
"20161","03209123",43,0,"5","01","D","100","D","1","D",0.05,"D",621,"D",320,"D","01","D",49700,"D"
"20161","03209833",56,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03209853",32,0,"5","01","D","100","D","1","D",0.05,"D",1090,"D",233,"D","01","D",87200,"D"
"20161","03209943",24,0,"5","01","D","100","D","1","D",0.05,"D",2113,"D",-52,"D","01","D",169000,"D"
"20161","03210683",40,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03210973",31,0,"5","01","D","100","D","1","D",0.05,"D",219,"F",-69,"F","01","D",17500,"F"
"20161","03211353",19,0,"5","01","D","100","D","2","D",0.05,"D",875,"F",1625,"F","01","D",70000,"F"
"20161","03212153",23,0,"5","01","D","100","D","1","D",0.05,"D",425,"D",175,"D","01","D",34000,"D"
"20161","03212983",25,0,"5","01","D","100","D","1","D",0.05,"D",175,"D",875,"D","01","D",14000,"D"
"20161","03213443",37,0,"5","01","D","100","D","1","D",0.05,"D",563,"D",937,"D","01","D",45000,"D"
"20161","03213693",29,0,"5","01","D","100","D","1","D",0.05,"D",4,"D",346,"D","01","D",350,"D"
"20161","03214393",36,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",46000,"D"
"20161","03214543",13,0,"5","01","D","100","D","2","D",0.05,"D",11,"F",889,"F","01","D",863,"F"
"20161","03214873",16,0,"5","01","D","100","D","1","D",0.05,"D",438,"D",562,"D","01","D",35000,"D"
"20161","03215483",26,0,"5","01","D","100","D","2","D",0.05,"D",38,"F",862,"F","01","D",3000,"F"
"20161","03215533",13,0,"5","01","D","100","D","1","D",0.05,"D",150,"D",495,"D","01","D",12000,"D"
"20161","03215553",35,0,"5","01","D","100","D","1","D",0.05,"D",294,"D",6,"D","01","D",23500,"D"
"20161","03216073",43,0,"5","01","D","100","D","1","D",0.05,"D",165,"D",635,"D","01","D",13237,"D"
"20161","03228283",31,0,"5","01","D","100","D","1","D",0.05,"D",2742,"D",-1280,"D","01","D",273174,"T"
"20161","03228653",26,0,"5","01","D","100","D","1","D",0.05,"D",638,"D",439,"D","01","D",51000,"D"
"20161","03228843",23,0,"5","01","D","100","D","1","D",0.05,"D",1113,"F",-495,"F","01","D",89000,"F"
"20161","03228903",33,0,"5","01","D","200","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03229533",17,0,"5","01","D","100","D","1","D",0.05,"D",4,"F",296,"F","01","D",300,"F"
"20161","03229743",30,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",60001,"D"
"20161","03230133",22,0,"5","01","D","100","D","1","D",0.05,"D",1625,"D",575,"D","01","D",130000,"D"
"20161","03230173",30,0,"5","01","D","100","D","2","D",0.05,"D",375,"F",1025,"F","01","D",30000,"F"
"20161","03230453",20,0,"5","02","D","300","D","1","D",0.05,"D",607,"D",650,"D","01","D",48575,"D"
"20161","03231373",35,0,"5","01","D","100","D","1","D",0.05,"D",366,"D",2034,"D","01","D",29308,"D"
"20161","03232673",16,0,"5","01","D","100","D","1","D",0.05,"D",125,"F",475,"F","01","D",10000,"F"
"20161","03233553",33,0,"5","01","D","100","D","1","D",0.05,"D",2375,"D",-1635,"T","01","D",190000,"D"
"20161","03234513",25,0,"5","01","D","100","D","1","D",0.05,"D",150,"D",750,"D","01","D",12000,"D"
"20161","03234863",36,0,"5","01","D","100","D","2","D",0.05,"D",625,"F",3875,"F","01","D",50000,"F"
"20161","03235583",41,0,"5","01","D","100","D","1","D",0.05,"D",47,"D",178,"D","01","D",3733,"D"
"20161","03238153",13,0,"5","01","D","100","D","1","D",0.05,"D",500,"F",400,"F","01","D",40000,"F"
"20161","03238303",22,0,"5","01","D","100","D","1","D",0.05,"D",290,"D",205,"D","01","D",23200,"D"
"20161","03238333",19,0,"5","01","D","100","D","1","D",0.05,"D",1230,"D",-630,"D","01","D",98400,"D"
"20161","03248882",31,0,"5","01","D","100","D","1","D",0.05,"D",861,"D",3881,"D","01","D",68900,"D"
"20161","03248882",32,0,"5","02","D","200","D","1","D",0.05,"D",875,"D",3025,"D","01","D",70000,"D"
"20161","03249202",30,0,"5","01","D","100","D","1","D",0.05,"D",5,"D",420,"D","01","D",425,"D"
"20161","03249662",34,0,"5","01","D","100","D","1","D",0.05,"D",88,"D",512,"D","01","D",7000,"D"
"20161","03250812",29,0,"5","01","D","100","D","1","D",0.05,"D",46,"D",1544,"D","01","D",3700,"D"
"20161","03251652",23,0,"5","01","D","100","D","1","D",0.05,"D",975,"D",1695,"D","01","D",78000,"D"
"20161","03251902",28,0,"5","01","D","100","D","2","D",0.05,"D",113,"F",487,"F","01","D",9000,"F"
"20161","03252692",21,0,"5","01","D","100","D","1","D",0.05,"D",625,"D",1175,"D","01","D",50000,"D"
"20161","03253082",50,0,"5","01","D","100","D","1","D",0.05,"D",538,"D",2462,"D","01","D",43000,"D"
"20161","03253902",21,0,"5","01","D","100","D",,"C",0.05,"D",19,"F",1481,"F","01","D",1500,"F"
"20161","03253982",19,0,"5","01","D","100","D","1","D",0.05,"D",975,"F",1695,"F","01","D",78000,"F"
"20161","03254152",18,0,"5","01","D","100","D","1","D",0.05,"D",5,"F",390,"F","01","D",395,"F"
"20161","03255142",18,0,"5","01","D","100","D","1","D",0.05,"D",300,"D",600,"D","01","D",24000,"D"
"20161","03255212",28,0,"5","01","D","100","D","1","D",0.05,"D",488,"D",112,"D","01","D",39000,"D"
"20161","03255422",32,0,"5","01","D","100","D","1","D",0.05,"D",1175,"D",2125,"D","01","D",94000,"D"
"20161","03256362",29,0,"1","01","D","100","D","1","D",0.05,"D",78,"D",822,"D","01","D",6200,"D"
"20161","03256732",83,0,"5","01","D","100","D","1","D",0.05,"D",75,"D",525,"D","01","D",6000,"D"
"20161","03256732",84,0,"5","02","D","300","D","1","D",0.05,"D",63,"D",507,"D","01","D",5000,"D"
"20161","03257502",36,0,"5","01","D","100","D","1","D",0.05,"D",50,"D",16,"D","01","D",4000,"D"
"20161","03257602",20,0,"5","01","D","100","D","1","D",0.05,"D",75,"D",1725,"D","01","D",6000,"D"
"20161","03257812",39,0,"5","01","D","100","D","1","D",0.05,"D",625,"D",3875,"D","01","D",50000,"D"
"20161","03258602",28,0,"5","01","D","100","D","1","D",0.05,"D",11,"D",889,"D","01","D",863,"D"
"20161","03259232",18,0,"5","01","D","100","D","1","D",0.05,"D",4,"F",346,"F","01","D",350,"F"
"20161","03259482",48,0,"5","01","D","100","D","1","D",0.05,"D",981,"D",519,"D","01","D",78500,"D"
"20161","03259632",24,0,"5","01","D","100","D","1","D",0.05,"D",313,"D",-255,"D","01","D",25000,"D"
"20161","03259672",16,0,"5","01","D","100","D","2","D",0.05,"D",88,"F",362,"F","01","D",7000,"F"
"20161","03270122",24,0,"5","01","D","100","D","1","D",0.05,"D",2363,"D",-113,"D","01","D",189000,"D"
"20161","03270482",37,0,"5","01","D","100","D","1","D",0.05,"D",49,"D",192,"D","01","D",3900,"D"
"20161","03270652",31,0,"5","01","D","100","D","1","D",0.05,"D",338,"D",2662,"D","01","D",27000,"D"
"20161","03270842",10,0,"1","01","D","100","D","1","D",0.05,"D",63,"F",1137,"F","01","D",5000,"F"
"20161","03271542",20,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03271642",22,0,"5","01","D","100","D","1","D",0.05,"D",625,"D",302,"D","01","D",50000,"D"
"20161","03271852",24,0,"5","01","D","100","D","1","D",0.05,"D",188,"F",352,"F","01","D",15000,"F"
"20161","03272682",24,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03273922",22,0,"5","01","D","100","D",,"C",0.05,"D",150,"F",750,"F","01","D",12000,"F"
"20161","03274252",28,0,"5","01","D","100","D","1","D",0.05,"D",1231,"D",-427,"D","01","D",98500,"D"
"20161","03275392",42,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",66013,"D"
"20161","03275712",13,0,"5","01","D","100","D","2","D",0.05,"D",2,"F",186,"F","01","D",188,"F"
"20161","03276102",35,0,"5","01","D","100","D","1","D",0.05,"D",375,"D",975,"D","01","D",30000,"D"
"20161","03276492",33,0,"5","01","D","100","D","1","D",0.05,"D",1000,"D",5000,"D","01","D",80000,"D"
"20161","03276662",15,0,"5","01","D","100","D","1","D",0.05,"D",225,"D",1050,"D","01","D",18000,"D"
"20161","03278242",51,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03278632",25,0,"5","01","D","100","D","1","D",0.05,"D",563,"D",3637,"D","01","D",45000,"D"
"20161","03279232",16,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",79000,"D"
"20161","03279272",16,0,"5","01","D","100","D","1","D",0.05,"D",175,"D",5825,"D","01","D",14000,"D"
"20161","03279782",29,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03281502",31,0,"5","01","D","100","D","1","D",0.05,"D",625,"D",1175,"D","01","D",50000,"D"
"20161","03292562",18,0,"5","01","D","100","D","1","D",0.05,"D",2513,"F",1387,"F","01","D",273174,"V"
"20161","03293442",23,0,"5","01","D","100","D","1","D",0.05,"D",0,"D",0,"D","01","D",0,"D"
"20161","03293902",24,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",37000,"D"
"20161","03294032",24,0,"5","01","D","100","D","1","D",0.05,"D",0,"D",0,"D","01","D",0,"D"
"20161","03294202",56,0,"5","01","D","100","D","1","D",0.05,"D",380,"D",3280,"D","01","D",30412,"D"
"20161","03296662",27,0,"5","01","D","100","D","1","D",0.05,"D",88,"D",362,"D","01","D",7000,"D"
"20161","03297642",46,0,"5","02","D","300","D","1","D",0.05,"D",75,"D",-1694,"T","01","D",6000,"D"
"20161","03299702",31,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",43378,"D"
"20161","03299962",16,0,"5","01","D","100","D","1","D",0.05,"D",2513,"D",1387,"D","01","D",273174,"T"
"20161","03300302",16,0,"5","01","D","100","D","1","D",0.05,"D",1175,"D",-515,"D","01","D",94000,"D"
"20161","03300392",21,0,"5","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03301052",16,0,"5","01","D","100","D","1","D",0.05,"D",3088,"F",-1635,"V","01","D",273174,"V"
"20161","03302392",20,0,"5","01","D","100","D","1","D",0.05,"D",113,"D",487,"D","01","D",9000,"D"
"20161","03303212",21,0,"5","01","D","100","D","2","D",0.05,"D",625,"F",302,"F","01","D",50000,"F"
"20161","03324341",38,0,"1","01","D","100","D","1","D",0.05,"D",263,"D",1237,"D","01","D",21000,"D"
"20161","03325391",11,0,"1","01","D","100","D","1","D",0.05,"D",925,"D",875,"D","01","D",74000,"D"
"20161","03325531",42,0,"1","01","D","100","D","1","D",0.05,"D",150,"D",0,"D","01","D",12000,"D"
"20161","03326881",20,0,"1","01","D","100","D","1","D",0.05,"D",313,"D",-13,"D","01","D",25000,"D"
"20161","03326931",23,0,"1","01","D","100","D","1","D",0.05,"D",300,"D",300,"D","01","D",24000,"D"
"20161","03327171",55,0,"1","01","D","100","D","1","D",0.05,"D",2713,"D",-913,"D","01","D",273174,"T"
"20161","03327331",36,0,"1","01","D","100","D","1","D",0.05,"D",1500,"D",-450,"D","01","D",120000,"D"
"20161","03327621",21,0,"1","01","D","100","D","1","D",0.05,"D",625,"D",1625,"D","01","D",50000,"D"
"20161","03328101",27,0,"1","01","D","100","D","1","D",0.05,"D",1500,"D",1500,"D","01","D",120000,"D"
"20161","03328271",24,0,"1","01","D","100","D","1","D",0.05,"D",0,"F",0,"F","01","D",0,"F"
"20161","03328412",17,0,"1","01","D","100","D","1","D",0.05,"D",88,"D",191,"D","01","D",7000,"D"
"20161","03328511",14,0,"1","01","D","100","D","1","D",0.05,"D",713,"D",2287,"D","01","D",57000,"D"
"20161","03328571",16,0,"1","01","D","100","D","1","D",0.05,"D",100,"D",1352,"D","01","D",8000,"D"
"20161","03328831",18,0,"1","01","D","100","D","1","D",0.05,"D",0,"D",0,"D","01","D",0,"D"
"20161","03328921",16,0,"1","01","D","100","D","1","D",0.05,"D",875,"D",1625,"D","01","D",70000,"D"
"20161","03329011",21,0,"1","01","D","100","D","2","D",0.05,"D",47,"F",178,"F","01","D",3733,"F"
"20161","03329191",19,0,"1","01","D","100","D","1","D",0.05,"D",213,"F",1287,"F","01","D",17000,"F"
"20161","03330981",32,0,"1","01","D","100","D","1","D",0.05,"D",6,"D",494,"D","01","D",500,"D"
"20161","03331381",28,0,"1","01","D","100","D","1","D",0.05,"D",1000,"D",38116,"T","01","D",80000,"D"
"20161","03331741",56,0,"1","01","D","100","D","1","D",0.05,"D",438,"D",264,"D","01","D",35000,"D"
"20161","03331891",21,0,"1","01","D","100","D","1","D",0.05,"D",963,"D",2037,"D","01","D",77000,"D"
"20161","03332691",33,0,"1","01","D","100","D","1","D",0.05,"D",88,"D",260,"D","01","D",7000,"D"
"20161","03333311",16,0,"1","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
"20161","03333491",21,0,"1","01","D","100","D","1","D",0.05,"D",200,"D",1000,"D","01","D",16000,"D"
"20161","03334131",17,0,"1","01","D","100","D","1","D",0.05,"D",313,"D",2687,"D","01","D",25000,"D"
"20161","03334261",16,0,"1","01","D","100","D","1","D",0.05,"D",438,"D",1362,"D","01","D",35000,"D"
"20161","03334401",11,0,"1","01","D","100","D","1","D",0.05,"D",2,"D",186,"D","01","D",188,"D"
"20161","03334511",24,0,"1","01","D","100","D","1","D",0.05,"D",2446,"D",-196,"D","01","D",195694,"D"
"20161","03335311",14,0,"1","01","D","100","D","1","D",0.05,"D",188,"D",352,"D","01","D",15000,"D"
"20161","03335591",54,0,"1","01","D","100","D","1","D",0.05,"D",350,"D",862,"D","01","D",28000,"D"
"20161","03335671",31,0,"1","01","D","100","D","1","D",0.05,"D",3125,"D",175,"D","01","D",273174,"T"
"20161","03335731",20,0,"1","01","D","100","D","1","D",0.05,"D",94,"D",3906,"D","01","D",7500,"D"
"20161","03335771",16,0,"1","01","D","100","D","1","D",0.05,"D",475,"D",2525,"D","01","D",38000,"D"
"20161","03336531",38,0,"1","01","D","100","D","1","D",0.05,"D",500,"D",400,"D","01","D",40000,"D"
"20161","03336861",14,0,"1","01","D","100","D","1","D",0.05,"D",104,"D",199,"D","01","D",8285,"D"
"20161","03337121",34,0,"1","01","D","100","D","1","D",0.05,"D",275,"D",-95,"D","01","D",22000,"D"
"20161","03337291",16,0,"1","01","D","100","D","1","D",0.05,"D",2446,"F",-196,"F","01","D",195694,"F"
"20161","03338151",25,0,"1","01","D","100","D","1","D",0.05,"D",250,"D",1250,"D","01","D",20000,"D"
"20161","03338371",24,0,"1","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",100000,"D"
"20161","03338861",35,0,"1","01","D","100","D","1","D",0.05,"D",175,"F",905,"F","01","D",14000,"F"
"20161","03339421",12,0,"1","01","D","100","D","2","D",0.05,"D",.,"A",.,"A","01","D",0,"D"
